subject,sender,text,label
Project follow up #112,friend@example.com,I added comments to the document and assigned the open action items. This message was generated for account 67654.,primary
Free gift now #9,winner@unknown.example,Buy cheap pills with no prescription and get a free bonus offer today. Please keep this email for your records.,spam
Invoice available #116,no-reply@updates.example,Your monthly invoice is ready and can be viewed in your account dashboard. Please keep this email for your records.,updates
OTP required #38,security-alert@paypa1.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. This message was generated for account 23051.,phishing
Account suspended #82,security-alert@paypa1.example,Final notice: account suspended. Confirm OTP and login credential immediately. Sent from automated mail service.,phishing
Urgent security alert #41,support@secure-login.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Please keep this email for your records.,phishing
OTP required #39,security-alert@paypa1.example,Your bank login is locked. Visit www.account-verify.example and confirm details. This message was generated for account 67840.,phishing
Invoice available #37,ci@example.com,Your package has shipped and the tracking details are now available. Please keep this email for your records.,updates
Statement ready #10,billing@service.example,Your package has shipped and the tracking details are now available. This message was generated for account 12671.,updates
Document review #115,teammate@example.com,I added comments to the document and assigned the open action items. Sent from automated mail service.,primary
Coupon inside #50,promo@store.example,Limited time sale with exclusive deals for members only. Reference id 47125.,promotion
Exclusive discount #95,promo@store.example,Buy today and save more with our festival offer. This message was generated for account 79993.,promotion
Weekly sync #68,manager@example.com,I added comments to the document and assigned the open action items. Reference id 95717.,primary
Prize claim #89,sales@random.example,You have been selected for a lottery reward. Act now to receive cash. Reply is not required for this notification.,spam
Weekly sync #5,teammate@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Reply is not required for this notification.,primary
New follower #12,alerts@network.example,You were invited to join a community discussion. Sent from automated mail service.,social
You won cash #118,claim@prize.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. Sent from automated mail service.,spam
Statement ready #90,no-reply@updates.example,The deployment completed successfully and logs are attached to the build. Reply is not required for this notification.,updates
Weekend sale #118,promo@store.example,Get a special discount and free shipping on selected products this weekend. Please keep this email for your records.,promotion
Document review #106,manager@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Sent from automated mail service.,primary
Cheap medicine offer #28,sales@random.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. Reply is not required for this notification.,spam
Urgent security alert #54,security-alert@paypa1.example,Final notice: account suspended. Confirm OTP and login credential immediately. Please keep this email for your records.,phishing
Document review #110,teammate@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Please keep this email for your records.,primary
Comment notification #34,updates@community.example,A colleague sent you a connection request and viewed your profile. This message was generated for account 63843.,social
Cashback deal #67,promo@store.example,Buy today and save more with our festival offer. Sent from automated mail service.,promotion
OTP required #9,support@secure-login.example,Final notice: account suspended. Confirm OTP and login credential immediately. This message was generated for account 31871.,phishing
Statement ready #78,ci@example.com,Your package has shipped and the tracking details are now available. Reference id 88561.,updates
Free gift now #114,sales@random.example,Buy cheap pills with no prescription and get a free bonus offer today. Reply is not required for this notification.,spam
Account suspended #55,security-alert@paypa1.example,Unusual activity detected. Update your PIN and password now to restore access. Reference id 94491.,phishing
Document review #47,friend@example.com,I added comments to the document and assigned the open action items. Reference id 17944.,primary
New follower #110,updates@community.example,You have new followers and reactions on your recent post. Reference id 95679.,social
Lottery winner #49,sales@random.example,Free gift waiting for you. Click now before the offer expires!!! Reference id 90980.,spam
Profile activity #45,updates@community.example,You were invited to join a community discussion. Sent from automated mail service.,social
Urgent security alert #32,verify@bank-check.example,Unusual activity detected. Update your PIN and password now to restore access. Reply is not required for this notification.,phishing
Lottery winner #27,winner@unknown.example,Free gift waiting for you. Click now before the offer expires!!! This message was generated for account 83044.,spam
Lottery winner #48,sales@random.example,You have been selected for a lottery reward. Act now to receive cash. Reference id 38668.,spam
Profile activity #32,updates@community.example,A colleague sent you a connection request and viewed your profile. Reference id 82305.,social
Verify password now #92,verify@bank-check.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Please keep this email for your records.,phishing
Urgent security alert #34,security-alert@paypa1.example,Your bank login is locked. Visit www.account-verify.example and confirm details. This message was generated for account 70089.,phishing
Profile activity #79,alerts@network.example,You were invited to join a community discussion. Reference id 64127.,social
Coupon inside #11,deals@shop.example,Get a special discount and free shipping on selected products this weekend. Please keep this email for your records.,promotion
Comment notification #76,notifications@social.example,You were invited to join a community discussion. This message was generated for account 86483.,social
Build completed #4,billing@service.example,Your account statement for this month is ready for download. This message was generated for account 94246.,updates
Meeting notes #16,teammate@example.com,Thanks for the update. Let us discuss the remaining blockers in standup. Please keep this email for your records.,primary
Document review #64,friend@example.com,Please review the notes and share your feedback before end of day. Reference id 11220.,primary
You won cash #112,sales@random.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. This message was generated for account 25084.,spam
Weekend sale #19,promo@store.example,Buy today and save more with our festival offer. Please keep this email for your records.,promotion
Build completed #118,ci@example.com,The deployment completed successfully and logs are attached to the build. Reference id 86619.,updates
Build completed #69,billing@service.example,Your package has shipped and the tracking details are now available. Sent from automated mail service.,updates
Build completed #21,no-reply@updates.example,Your account statement for this month is ready for download. Sent from automated mail service.,updates
Lunch plan #102,manager@example.com,Can we move our meeting to tomorrow afternoon after the planning call? This message was generated for account 98184.,primary
Final login notice #120,support@secure-login.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Please keep this email for your records.,phishing
Comment notification #16,alerts@network.example,You have new followers and reactions on your recent post. Reference id 97973.,social
Password changed #114,billing@service.example,Your account statement for this month is ready for download. Reference id 48684.,updates
Weekly sync #17,manager@example.com,I added comments to the document and assigned the open action items. Reference id 93886.,primary
Invoice available #8,no-reply@updates.example,Your package has shipped and the tracking details are now available. Reference id 80702.,updates
Weekly sync #30,friend@example.com,Can we move our meeting to tomorrow afternoon after the planning call? This message was generated for account 93748.,primary
Verify password now #106,security-alert@paypa1.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Reference id 82105.,phishing
Profile activity #91,notifications@social.example,You have new followers and reactions on your recent post. This message was generated for account 45601.,social
Profile activity #30,notifications@social.example,You were invited to join a community discussion. Reference id 36342.,social
Project follow up #15,friend@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Sent from automated mail service.,primary
Limited offer #52,deals@shop.example,Use this coupon code to unlock cashback on your next purchase. Please keep this email for your records.,promotion
Cashback deal #29,promo@store.example,Buy today and save more with our festival offer. Reference id 54424.,promotion
Prize claim #120,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! Sent from automated mail service.,spam
Cheap medicine offer #34,sales@random.example,Buy cheap pills with no prescription and get a free bonus offer today. Sent from automated mail service.,spam
Coupon inside #20,deals@shop.example,Buy today and save more with our festival offer. Sent from automated mail service.,promotion
Group invite #9,alerts@network.example,A colleague sent you a connection request and viewed your profile. Reply is not required for this notification.,social
Urgent security alert #22,verify@bank-check.example,Your bank login is locked. Visit www.account-verify.example and confirm details. This message was generated for account 87060.,phishing
Project follow up #82,teammate@example.com,Please review the notes and share your feedback before end of day. Reply is not required for this notification.,primary
Limited offer #24,offers@market.example,Use this coupon code to unlock cashback on your next purchase. Reference id 20589.,promotion
Verify password now #88,verify@bank-check.example,Unusual activity detected. Update your PIN and password now to restore access. Reference id 13133.,phishing
Prize claim #35,sales@random.example,Free gift waiting for you. Click now before the offer expires!!! Sent from automated mail service.,spam
New connection request #104,updates@community.example,Someone commented on your update in the project group. Please keep this email for your records.,social
New connection request #35,alerts@network.example,You were invited to join a community discussion. Sent from automated mail service.,social
Statement ready #89,ci@example.com,Your account statement for this month is ready for download. Reference id 54375.,updates
Comment notification #93,alerts@network.example,You were invited to join a community discussion. Reference id 23133.,social
Verify password now #25,support@secure-login.example,Unusual activity detected. Update your PIN and password now to restore access. Please keep this email for your records.,phishing
Project follow up #97,teammate@example.com,I added comments to the document and assigned the open action items. This message was generated for account 81819.,primary
You won cash #33,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! This message was generated for account 34906.,spam
Verify password now #44,support@secure-login.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. This message was generated for account 10142.,phishing
Verify password now #45,verify@bank-check.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Reference id 87814.,phishing
Invoice available #94,no-reply@updates.example,Your monthly invoice is ready and can be viewed in your account dashboard. Please keep this email for your records.,updates
OTP required #52,security-alert@paypa1.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Reference id 90750.,phishing
You won cash #88,sales@random.example,You have been selected for a lottery reward. Act now to receive cash. Sent from automated mail service.,spam
Urgent security alert #18,verify@bank-check.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Reply is not required for this notification.,phishing
Comment notification #114,notifications@social.example,You were invited to join a community discussion. Sent from automated mail service.,social
Lunch plan #69,manager@example.com,Please review the notes and share your feedback before end of day. Sent from automated mail service.,primary
Account suspended #68,support@secure-login.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Please keep this email for your records.,phishing
Lottery winner #66,sales@random.example,Free gift waiting for you. Click now before the offer expires!!! This message was generated for account 61007.,spam
Cheap medicine offer #91,sales@random.example,You have been selected for a lottery reward. Act now to receive cash. This message was generated for account 89064.,spam
Free gift now #43,sales@random.example,Buy cheap pills with no prescription and get a free bonus offer today. Please keep this email for your records.,spam
Exclusive discount #12,offers@market.example,Use this coupon code to unlock cashback on your next purchase. Reference id 41925.,promotion
Build completed #24,no-reply@updates.example,Your package has shipped and the tracking details are now available. Reply is not required for this notification.,updates
Build completed #40,no-reply@updates.example,Your account statement for this month is ready for download. Please keep this email for your records.,updates
Password changed #36,billing@service.example,The deployment completed successfully and logs are attached to the build. This message was generated for account 35443.,updates
Delivery status #53,no-reply@updates.example,Your package has shipped and the tracking details are now available. Reply is not required for this notification.,updates
Weekly sync #11,teammate@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Reference id 48427.,primary
Password changed #71,ci@example.com,Your package has shipped and the tracking details are now available. Please keep this email for your records.,updates
You won cash #26,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! Reply is not required for this notification.,spam
Comment notification #115,updates@community.example,You were invited to join a community discussion. Sent from automated mail service.,social
Weekly sync #26,teammate@example.com,Please review the notes and share your feedback before end of day. Reference id 71348.,primary
Delivery status #2,ci@example.com,Your monthly invoice is ready and can be viewed in your account dashboard. Reply is not required for this notification.,updates
Weekend sale #114,offers@market.example,Limited time sale with exclusive deals for members only. This message was generated for account 66261.,promotion
Invoice available #50,billing@service.example,Your monthly invoice is ready and can be viewed in your account dashboard. Reply is not required for this notification.,updates
Group invite #112,updates@community.example,Someone commented on your update in the project group. Reference id 63138.,social
Free gift now #37,sales@random.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. Reply is not required for this notification.,spam
Statement ready #86,no-reply@updates.example,Your monthly invoice is ready and can be viewed in your account dashboard. Reply is not required for this notification.,updates
OTP required #10,verify@bank-check.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Please keep this email for your records.,phishing
Verify password now #62,security-alert@paypa1.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Reply is not required for this notification.,phishing
Comment notification #33,updates@community.example,You were invited to join a community discussion. Sent from automated mail service.,social
Account suspended #79,verify@bank-check.example,Your bank login is locked. Visit www.account-verify.example and confirm details. This message was generated for account 33456.,phishing
Document review #74,friend@example.com,Thanks for the update. Let us discuss the remaining blockers in standup. Sent from automated mail service.,primary
Account suspended #64,verify@bank-check.example,Final notice: account suspended. Confirm OTP and login credential immediately. Please keep this email for your records.,phishing
Profile activity #67,notifications@social.example,You were invited to join a community discussion. Sent from automated mail service.,social
Comment notification #95,alerts@network.example,You have new followers and reactions on your recent post. Please keep this email for your records.,social
Document review #20,teammate@example.com,Thanks for the update. Let us discuss the remaining blockers in standup. This message was generated for account 95909.,primary
Account suspended #93,verify@bank-check.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Sent from automated mail service.,phishing
Limited offer #72,promo@store.example,Get a special discount and free shipping on selected products this weekend. Reference id 17456.,promotion
Profile activity #105,notifications@social.example,You were invited to join a community discussion. Reply is not required for this notification.,social
Limited offer #9,deals@shop.example,Buy today and save more with our festival offer. Please keep this email for your records.,promotion
Coupon inside #96,promo@store.example,Buy today and save more with our festival offer. Please keep this email for your records.,promotion
Statement ready #77,billing@service.example,Your account statement for this month is ready for download. This message was generated for account 69871.,updates
Statement ready #16,billing@service.example,The deployment completed successfully and logs are attached to the build. Sent from automated mail service.,updates
Cheap medicine offer #74,sales@random.example,Buy cheap pills with no prescription and get a free bonus offer today. Reply is not required for this notification.,spam
You won cash #16,sales@random.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. This message was generated for account 87849.,spam
Cheap medicine offer #2,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! Reply is not required for this notification.,spam
Invoice available #27,billing@service.example,Your account statement for this month is ready for download. Reply is not required for this notification.,updates
New connection request #63,updates@community.example,You have new followers and reactions on your recent post. Please keep this email for your records.,social
You won cash #45,claim@prize.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. Reference id 81058.,spam
Profile activity #40,updates@community.example,Someone commented on your update in the project group. This message was generated for account 42847.,social
Prize claim #109,sales@random.example,Buy cheap pills with no prescription and get a free bonus offer today. Sent from automated mail service.,spam
You won cash #77,winner@unknown.example,Free gift waiting for you. Click now before the offer expires!!! Reply is not required for this notification.,spam
Document review #52,teammate@example.com,Thanks for the update. Let us discuss the remaining blockers in standup. This message was generated for account 31798.,primary
Profile activity #29,alerts@network.example,You have new followers and reactions on your recent post. Reference id 30644.,social
Lottery winner #50,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! Reference id 10866.,spam
Free gift now #103,sales@random.example,Free gift waiting for you. Click now before the offer expires!!! Reference id 94545.,spam
Cashback deal #51,offers@market.example,Get a special discount and free shipping on selected products this weekend. Reference id 38903.,promotion
Comment notification #81,alerts@network.example,You have new followers and reactions on your recent post. Reply is not required for this notification.,social
Cheap medicine offer #87,sales@random.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. This message was generated for account 90828.,spam
Invoice available #93,no-reply@updates.example,Your package has shipped and the tracking details are now available. Please keep this email for your records.,updates
Account suspended #74,support@secure-login.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Sent from automated mail service.,phishing
Cheap medicine offer #44,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! This message was generated for account 32185.,spam
Urgent security alert #24,verify@bank-check.example,Unusual activity detected. Update your PIN and password now to restore access. Sent from automated mail service.,phishing
Verify password now #112,verify@bank-check.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Reply is not required for this notification.,phishing
Cashback deal #61,offers@market.example,Get a special discount and free shipping on selected products this weekend. Reply is not required for this notification.,promotion
Coupon inside #80,deals@shop.example,Limited time sale with exclusive deals for members only. Reference id 98984.,promotion
Final login notice #109,support@secure-login.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Reference id 86326.,phishing
Prize claim #65,winner@unknown.example,Buy cheap pills with no prescription and get a free bonus offer today. Sent from automated mail service.,spam
Lunch plan #7,manager@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Please keep this email for your records.,primary
Delivery status #115,ci@example.com,Your account statement for this month is ready for download. Sent from automated mail service.,updates
Cashback deal #27,deals@shop.example,Get a special discount and free shipping on selected products this weekend. Sent from automated mail service.,promotion
Password changed #22,billing@service.example,Your monthly invoice is ready and can be viewed in your account dashboard. Please keep this email for your records.,updates
Prize claim #101,claim@prize.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. Reference id 14818.,spam
Weekend sale #43,deals@shop.example,Use this coupon code to unlock cashback on your next purchase. Reply is not required for this notification.,promotion
Invoice available #84,no-reply@updates.example,Your account statement for this month is ready for download. Reply is not required for this notification.,updates
Limited offer #45,offers@market.example,Get a special discount and free shipping on selected products this weekend. Reference id 50846.,promotion
Lottery winner #6,winner@unknown.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. Reply is not required for this notification.,spam
Project follow up #45,manager@example.com,Thanks for the update. Let us discuss the remaining blockers in standup. Please keep this email for your records.,primary
Verify password now #85,support@secure-login.example,Unusual activity detected. Update your PIN and password now to restore access. Sent from automated mail service.,phishing
Group invite #117,updates@community.example,Someone commented on your update in the project group. Reference id 68556.,social
Profile activity #13,updates@community.example,You were invited to join a community discussion. Please keep this email for your records.,social
Account suspended #107,security-alert@paypa1.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. This message was generated for account 28322.,phishing
Invoice available #13,ci@example.com,Your monthly invoice is ready and can be viewed in your account dashboard. Please keep this email for your records.,updates
Lottery winner #69,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! Please keep this email for your records.,spam
New connection request #68,notifications@social.example,You have new followers and reactions on your recent post. Please keep this email for your records.,social
New follower #99,notifications@social.example,A colleague sent you a connection request and viewed your profile. Please keep this email for your records.,social
Coupon inside #82,deals@shop.example,Limited time sale with exclusive deals for members only. Reference id 43029.,promotion
New follower #62,alerts@network.example,Someone commented on your update in the project group. Reference id 44664.,social
Verify password now #80,support@secure-login.example,Unusual activity detected. Update your PIN and password now to restore access. Please keep this email for your records.,phishing
Invoice available #103,billing@service.example,Your account statement for this month is ready for download. Sent from automated mail service.,updates
Limited offer #110,deals@shop.example,Get a special discount and free shipping on selected products this weekend. This message was generated for account 41147.,promotion
New follower #113,alerts@network.example,You have new followers and reactions on your recent post. This message was generated for account 93717.,social
Invoice available #97,ci@example.com,Your account statement for this month is ready for download. Sent from automated mail service.,updates
Weekly sync #22,teammate@example.com,I added comments to the document and assigned the open action items. This message was generated for account 66155.,primary
Meeting notes #65,friend@example.com,I added comments to the document and assigned the open action items. This message was generated for account 80468.,primary
OTP required #101,support@secure-login.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Reference id 50410.,phishing
Prize claim #83,sales@random.example,You have been selected for a lottery reward. Act now to receive cash. Reply is not required for this notification.,spam
Weekly sync #109,teammate@example.com,Thanks for the update. Let us discuss the remaining blockers in standup. This message was generated for account 90301.,primary
Weekly sync #86,teammate@example.com,I added comments to the document and assigned the open action items. Reference id 94080.,primary
Weekly sync #89,friend@example.com,Please review the notes and share your feedback before end of day. Reply is not required for this notification.,primary
Password changed #110,ci@example.com,Your package has shipped and the tracking details are now available. Reference id 85965.,updates
Lottery winner #56,winner@unknown.example,Buy cheap pills with no prescription and get a free bonus offer today. Please keep this email for your records.,spam
Lunch plan #62,manager@example.com,I added comments to the document and assigned the open action items. Reply is not required for this notification.,primary
Prize claim #92,sales@random.example,Free gift waiting for you. Click now before the offer expires!!! Sent from automated mail service.,spam
Cashback deal #78,promo@store.example,Use this coupon code to unlock cashback on your next purchase. Please keep this email for your records.,promotion
You won cash #84,winner@unknown.example,Free gift waiting for you. Click now before the offer expires!!! Please keep this email for your records.,spam
New follower #106,notifications@social.example,You were invited to join a community discussion. Reference id 77538.,social
Group invite #50,notifications@social.example,Someone commented on your update in the project group. Please keep this email for your records.,social
Limited offer #25,offers@market.example,Limited time sale with exclusive deals for members only. Reply is not required for this notification.,promotion
Comment notification #102,alerts@network.example,You have new followers and reactions on your recent post. Reference id 76088.,social
Limited offer #53,deals@shop.example,Get a special discount and free shipping on selected products this weekend. Reply is not required for this notification.,promotion
Weekend sale #18,deals@shop.example,Buy today and save more with our festival offer. Sent from automated mail service.,promotion
Project follow up #18,teammate@example.com,Thanks for the update. Let us discuss the remaining blockers in standup. Please keep this email for your records.,primary
Verify password now #35,support@secure-login.example,Unusual activity detected. Update your PIN and password now to restore access. Please keep this email for your records.,phishing
Account suspended #53,verify@bank-check.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Please keep this email for your records.,phishing
Account suspended #20,support@secure-login.example,Unusual activity detected. Update your PIN and password now to restore access. Please keep this email for your records.,phishing
Delivery status #83,ci@example.com,Your account statement for this month is ready for download. This message was generated for account 34727.,updates
Project follow up #41,manager@example.com,Please review the notes and share your feedback before end of day. Reference id 19305.,primary
Invoice available #34,ci@example.com,Your package has shipped and the tracking details are now available. This message was generated for account 51359.,updates
Profile activity #119,notifications@social.example,Someone commented on your update in the project group. Sent from automated mail service.,social
Password changed #1,ci@example.com,Your account statement for this month is ready for download. This message was generated for account 60968.,updates
Group invite #92,notifications@social.example,You have new followers and reactions on your recent post. Reference id 16653.,social
Exclusive discount #54,deals@shop.example,Buy today and save more with our festival offer. Sent from automated mail service.,promotion
Free gift now #68,winner@unknown.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. Please keep this email for your records.,spam
New follower #84,notifications@social.example,Someone commented on your update in the project group. Please keep this email for your records.,social
Coupon inside #112,offers@market.example,Get a special discount and free shipping on selected products this weekend. Sent from automated mail service.,promotion
Coupon inside #35,promo@store.example,Limited time sale with exclusive deals for members only. Reference id 47700.,promotion
Final login notice #2,security-alert@paypa1.example,Unusual activity detected. Update your PIN and password now to restore access. Please keep this email for your records.,phishing
You won cash #94,claim@prize.example,Buy cheap pills with no prescription and get a free bonus offer today. Sent from automated mail service.,spam
Lottery winner #72,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! Reference id 99088.,spam
Build completed #79,no-reply@updates.example,The deployment completed successfully and logs are attached to the build. Reference id 46208.,updates
Group invite #71,updates@community.example,Someone commented on your update in the project group. Sent from automated mail service.,social
Prize claim #24,sales@random.example,Buy cheap pills with no prescription and get a free bonus offer today. Sent from automated mail service.,spam
Cashback deal #44,promo@store.example,Use this coupon code to unlock cashback on your next purchase. Please keep this email for your records.,promotion
Weekly sync #117,friend@example.com,Please review the notes and share your feedback before end of day. Sent from automated mail service.,primary
You won cash #57,claim@prize.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. Reference id 99658.,spam
You won cash #108,claim@prize.example,Buy cheap pills with no prescription and get a free bonus offer today. Please keep this email for your records.,spam
You won cash #52,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! This message was generated for account 47576.,spam
Coupon inside #38,deals@shop.example,Buy today and save more with our festival offer. Sent from automated mail service.,promotion
New connection request #54,alerts@network.example,You were invited to join a community discussion. Sent from automated mail service.,social
Password changed #57,ci@example.com,Your account statement for this month is ready for download. Please keep this email for your records.,updates
Cashback deal #103,offers@market.example,Limited time sale with exclusive deals for members only. This message was generated for account 16980.,promotion
Document review #44,manager@example.com,Thanks for the update. Let us discuss the remaining blockers in standup. Reply is not required for this notification.,primary
Cheap medicine offer #115,winner@unknown.example,Free gift waiting for you. Click now before the offer expires!!! Reply is not required for this notification.,spam
Cashback deal #102,promo@store.example,Get a special discount and free shipping on selected products this weekend. Reply is not required for this notification.,promotion
Weekend sale #117,offers@market.example,Buy today and save more with our festival offer. Please keep this email for your records.,promotion
Profile activity #26,notifications@social.example,You were invited to join a community discussion. This message was generated for account 26074.,social
Meeting notes #78,friend@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Reference id 56898.,primary
Cheap medicine offer #82,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! This message was generated for account 78302.,spam
Prize claim #70,sales@random.example,Free gift waiting for you. Click now before the offer expires!!! This message was generated for account 13883.,spam
Build completed #18,billing@service.example,Your account statement for this month is ready for download. Please keep this email for your records.,updates
Group invite #69,alerts@network.example,You have new followers and reactions on your recent post. Sent from automated mail service.,social
Document review #116,manager@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Reply is not required for this notification.,primary
Delivery status #15,billing@service.example,The deployment completed successfully and logs are attached to the build. Sent from automated mail service.,updates
Final login notice #104,security-alert@paypa1.example,Unusual activity detected. Update your PIN and password now to restore access. Please keep this email for your records.,phishing
Invoice available #106,ci@example.com,Your account statement for this month is ready for download. Please keep this email for your records.,updates
Cashback deal #30,promo@store.example,Limited time sale with exclusive deals for members only. Please keep this email for your records.,promotion
Document review #46,teammate@example.com,Please review the notes and share your feedback before end of day. Reference id 65519.,primary
Group invite #97,notifications@social.example,A colleague sent you a connection request and viewed your profile. This message was generated for account 95498.,social
Build completed #72,billing@service.example,Your monthly invoice is ready and can be viewed in your account dashboard. Sent from automated mail service.,updates
Group invite #19,notifications@social.example,You have new followers and reactions on your recent post. Reply is not required for this notification.,social
Group invite #31,updates@community.example,Someone commented on your update in the project group. Reply is not required for this notification.,social
New follower #20,alerts@network.example,A colleague sent you a connection request and viewed your profile. Sent from automated mail service.,social
Statement ready #70,no-reply@updates.example,Your account statement for this month is ready for download. Reference id 57419.,updates
Group invite #37,notifications@social.example,A colleague sent you a connection request and viewed your profile. Sent from automated mail service.,social
Document review #94,teammate@example.com,Thanks for the update. Let us discuss the remaining blockers in standup. Please keep this email for your records.,primary
Lottery winner #71,sales@random.example,Free gift waiting for you. Click now before the offer expires!!! This message was generated for account 56636.,spam
Prize claim #21,winner@unknown.example,Buy cheap pills with no prescription and get a free bonus offer today. Reply is not required for this notification.,spam
You won cash #3,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! Please keep this email for your records.,spam
New connection request #48,updates@community.example,A colleague sent you a connection request and viewed your profile. This message was generated for account 69446.,social
Weekend sale #76,promo@store.example,Get a special discount and free shipping on selected products this weekend. Please keep this email for your records.,promotion
Document review #119,friend@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Reply is not required for this notification.,primary
You won cash #5,winner@unknown.example,Free gift waiting for you. Click now before the offer expires!!! Please keep this email for your records.,spam
Meeting notes #84,manager@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Reply is not required for this notification.,primary
Limited offer #59,deals@shop.example,Buy today and save more with our festival offer. Please keep this email for your records.,promotion
Lottery winner #90,winner@unknown.example,You have been selected for a lottery reward. Act now to receive cash. Please keep this email for your records.,spam
Password changed #92,billing@service.example,Your monthly invoice is ready and can be viewed in your account dashboard. Reply is not required for this notification.,updates
OTP required #119,verify@bank-check.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Please keep this email for your records.,phishing
Meeting notes #100,friend@example.com,Please review the notes and share your feedback before end of day. Please keep this email for your records.,primary
Delivery status #85,no-reply@updates.example,Your monthly invoice is ready and can be viewed in your account dashboard. This message was generated for account 60604.,updates
Lottery winner #12,sales@random.example,Free gift waiting for you. Click now before the offer expires!!! This message was generated for account 70686.,spam
OTP required #83,security-alert@paypa1.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Please keep this email for your records.,phishing
Meeting notes #90,teammate@example.com,Please review the notes and share your feedback before end of day. Reply is not required for this notification.,primary
Comment notification #78,alerts@network.example,You were invited to join a community discussion. This message was generated for account 12482.,social
Meeting notes #4,manager@example.com,Please review the notes and share your feedback before end of day. Sent from automated mail service.,primary
Comment notification #10,updates@community.example,You have new followers and reactions on your recent post. Sent from automated mail service.,social
Project follow up #56,friend@example.com,Please review the notes and share your feedback before end of day. Please keep this email for your records.,primary
Invoice available #38,ci@example.com,The deployment completed successfully and logs are attached to the build. This message was generated for account 15965.,updates
Account suspended #77,security-alert@paypa1.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. This message was generated for account 76692.,phishing
Group invite #43,updates@community.example,Someone commented on your update in the project group. Sent from automated mail service.,social
Weekly sync #51,manager@example.com,Please review the notes and share your feedback before end of day. This message was generated for account 95477.,primary
Document review #99,friend@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Sent from automated mail service.,primary
OTP required #11,security-alert@paypa1.example,Final notice: account suspended. Confirm OTP and login credential immediately. Reply is not required for this notification.,phishing
Weekend sale #65,deals@shop.example,Limited time sale with exclusive deals for members only. This message was generated for account 40968.,promotion
Weekend sale #49,promo@store.example,Buy today and save more with our festival offer. Reference id 77154.,promotion
Final login notice #3,security-alert@paypa1.example,Unusual activity detected. Update your PIN and password now to restore access. Sent from automated mail service.,phishing
Comment notification #60,updates@community.example,You were invited to join a community discussion. Please keep this email for your records.,social
Delivery status #75,no-reply@updates.example,The deployment completed successfully and logs are attached to the build. Sent from automated mail service.,updates
